0	做父母一定要有劉墉這樣的心態，不斷地學習，不斷地進步，不斷地給自己補充新鮮血液，讓自己保持一顆年輕的心。我想，這是他能很好的和孩子溝通的一個重要因素。讀劉墉的文章，總能讓我看到一個快樂的平易近人的父親，他始終站在和孩子同樣的高度，給孩子創造著一個充滿愛和自由的生活環境。很喜歡劉墉在字裡行間流露出的做父母的那種小狡黠，讓人總是忍俊不禁，父母和子女之間有時候也是一種戰鬥，武力爭鬥過於低階了，智力較量才更有趣味。所以，做父母的得加把勁了，老思想老觀念註定會一敗塗地，生命不息，學習不止。家庭教育，真的是樂在其中。
0	作者在戰幾時之前用了＂擁抱＂令人叫絕．日本如果沒有戰敗，就有會有美軍的佔領，沒胡官僚主義的延續，沒有戰後的民發反思，沒有～，就不會讓日本成為一個經濟強國．當然，美國人也給日本人帶來了恥辱．對日中關係也造成了深遠的影響．文中揭露了＂東京審判＂中很多鮮為人知的東西．讓人驚醒．唉！中國人民對日本的瞭解是不是太少了．
0	作者用詩一樣的語言把如水般清澈透明的思想娓娓道來，像一個經驗豐富的智慧老人為我們解開一個又一個人生的難題，讓我們超越自發的自己和世俗的觀念，引導著我們走向光明、理性的彼岸。尤其讓人驚歎的是，在那樣早的年代，作者對一些心理問題居然有那樣深的體會，對一些人生問題能夠分析得那樣的深刻透徹！確實是非常難能可貴的！較之前一本羅馬皇帝的《沉思錄》不知要高明多少倍，直如天壤之別！
0	作者提出了一種工作和生活的方式，作為諮詢界的元老，不僅能提出理念，而且能夠身體力行地實踐，並且提出具體的步驟，展現的是一種自然的生活態度，一種勞役結合、張弛有度的生活方式。作者提出的觀點引入了歐美人樂觀的生活方式，並且結合現在日本的社會狀況和生存環境，提出了一種切實可行的生活歷程，其實這些觀點同樣也適用於現在正在步日本後塵的中國人，會玩才會幸福。
0	作者妙語連珠，將整個60-70年代用層出不窮的搖滾巨星與自身故事緊緊相連什麼是鄉愁？什麼是搖滾？那是一種特立獨行看似高傲實則溫暖的姿態那是一種絕世獨立下深深的孤單與不甘文字和音樂當兩種憂愁相互碰撞的時候才會激起讀者心中的相同感受，無論何時，世界在變，我們的偶像在慢慢老去那個曾經年華不老的時代已然飄去。於是搖滾，成了最讓人痛徹心扉的藍調
0	作者邏輯嚴密，一氣呵成。沒有一句廢話，深入淺出，循循善誘，環環相扣。讓平日裡看到指標圖釋就頭疼的我竟然大有撥雲見日，醍醐灌頂之感。果不出所料，佔豪的黃金遊戲，值得期待！
0	作者力從馬克思注意經濟學角度來剖析當代中國經濟細心的人會發現中國近20年來的一些政策措施在何新先生的文章裡找到蛛絲馬跡作者早在2001年就預言十年內世界會爆發大規模金融危機這非常難得原因來自與作者本人的資料統計及其嚴密的邏輯推理能與國家發展大計作為自己重任的知識分子現在並不多見了看看那些上市公司的獨立懂事就知道了我認為何先生是了不起的知識分子
0	作者結合希爾和卡耐基、汪中求等大師的一些觀點，結合中國的實際情況，給渴望成功的青年指出一條實實在在的路。我也看過不少成功學著作，只有這本書的作者是企業家，感覺他說得比較實在，其實我們也不指望成功就一定要和比爾蓋茨比，能實現自己的小小夢想就行。如果說希爾等人的著作是習武的總綱，還需要你研究推敲一下，那這本書就是本武林祕笈，你只要照著練就行了，至於成龍成蟲，就看你練得如何。
0	作者對於某些電影“表面粗糙”、“內裡光滑”的分析，可謂入木三分，為理解那些貌似觸及現實而又讓人覺得哪裡不對勁的影片提供了一個清醒的視角。這個角度在導演來說也許是諱莫如深的，也許是不自覺的。而不管是迴避還是無意識，這種對於現狀的屈服都是有害於藝術真誠的，或者他們所做本來就與藝術無關。
0	作者的筆觸很真實 將一個不忠卻又深愛自己妻子的丈夫形象毫無遮掩的展示給讀者 而什麼是真愛 什麼是靈魂的永遠纏繞相守 是看過這本書的人不得不思考的問題在這本書中 瞭解了生命將逝卻無能為力所承受的艱辛 對安樂死也有些瞭解最後章節的那句我們已經不再相信壞運氣了，壞運氣不存在，運氣不存在。相信運氣是對生命的侮辱。多麼堅韌的人性之美。
